datacasetype|childid|childdesc|parentid|parentdesc|answer|c_depth
0|398791000|(removed)|768599000|(removed)|true|6
0|280122007|(removed)|251358005|(removed)|true|5
0|771235001|(removed)|92069005|(removed)|true|5
0|823978007|(removed)|106162004|(removed)|true|3
0|897530009|(removed)|1264254001|(removed)|true|6
0|31303001|(removed)|46136006|(removed)|true|7
0|53217009|(removed)|111042001|(removed)|true|7
0|190368000|(removed)|46635009|(removed)|true|7
0|71877001|(removed)|4532008|(removed)|true|7
0|768967000|(removed)|772941001|(removed)|true|5
0|26686006|(removed)|107462001|(removed)|true|8
0|38629001|(removed)|30904006|(removed)|true|4
0|298637009|(removed)|366439003|(removed)|true|6
0|1080621000119107|(removed)|423807009|(removed)|true|8
0|360785006|(removed)|314566001|(removed)|true|10
0|1085241000119109|(removed)|1085191000119109|(removed)|true|4
0|103745006|(removed)|441875004|(removed)|true|6
0|90681004|(removed)|1255471008|(removed)|true|7
0|47472001|(removed)|765174005|(removed)|true|7
0|46313008|(removed)|107265001|(removed)|true|10
0|8435000|(removed)|439129009|(removed)|true|5
0|178242000|(removed)|33580007|(removed)|true|6
0|1083471000119102|(removed)|1088621000119105|(removed)|true|8
0|331331000119101|(removed)|238951005|(removed)|true|7
0|1287895005|(removed)|312087002|(removed)|true|4
0|1340165004|(removed)|1264277001|(removed)|true|7
0|254775002|(removed)|399982001|(removed)|true|4
0|86704005|(removed)|127296001|(removed)|true|6
0|237389008|(removed)|287464002|(removed)|true|6
0|1156178003|(removed)|415241007|(removed)|true|6
0|409002|(removed)|226077000|(removed)|true|5
0|404205006|(removed)|442460002|(removed)|true|3
0|289908002|(removed)|289907007|(removed)|true|5
0|38389007|(removed)|423213006|(removed)|true|11
0|93202002|(removed)|127245003|(removed)|true|6
0|82926002|(removed)|34322009|(removed)|true|9
0|182488007|(removed)|422976007|(removed)|true|10
0|256504004|(removed)|412154003|(removed)|true|5
0|399658009|(removed)|439479000|(removed)|true|4
0|431104001|(removed)|243393004|(removed)|true|7
0|1172494003|(removed)|111072007|(removed)|true|10
0|470513008|(removed)|705605004|(removed)|true|5
0|779717008|(removed)|776546003|(removed)|true|5
0|1333955008|(removed)|911821000000101|(removed)|true|8
0|50541000087103|(removed)|714789002|(removed)|true|5
0|299255004|(removed)|366567005|(removed)|true|7
0|363055007|(removed)|363059001|(removed)|true|5
0|417992006|(removed)|419670003|(removed)|true|9
0|264985009|(removed)|1235008|(removed)|true|5
0|16012591000119105|(removed)|297141005|(removed)|true|7
0|440116000|(removed)|129194001|(removed)|true|5
0|116232009|(removed)|265447007|(removed)|true|6
0|1332076005|(removed)|297722001|(removed)|true|6
0|10162002|(removed)|259532007|(removed)|true|5
0|399324007|(removed)|367338000|(removed)|true|6
0|32483000|(removed)|119809001|(removed)|true|7
0|705454001|(removed)|678001|(removed)|true|4
0|415629007|(removed)|415630002|(removed)|true|7
0|398467008|(removed)|110378009|(removed)|true|9
0|20826001|(removed)|372170000|(removed)|true|7
0|218065002|(removed)|242772009|(removed)|true|10
0|77368008|(removed)|14861000|(removed)|true|6
0|1285270004|(removed)|298222004|(removed)|true|7
0|403588002|(removed)|402738002|(removed)|true|7
0|295498005|(removed)|290483005|(removed)|true|6
0|243297001|(removed)|303643006|(removed)|true|6
0|275454002|(removed)|313134005|(removed)|true|5
0|412909003|(removed)|391469003|(removed)|true|8
0|34250006|(removed)|276320009|(removed)|true|5
0|91189005|(removed)|272634000|(removed)|true|7
0|699949009|(removed)|109894007|(removed)|true|6
0|702059009|(removed)|706440002|(removed)|true|5
0|1260243003|(removed)|280067002|(removed)|true|9
0|5565008|(removed)|14532008|(removed)|true|6
0|718735008|(removed)|718728000|(removed)|true|4
0|1208934006|(removed)|19034001|(removed)|true|6
0|765424004|(removed)|763760008|(removed)|true|4
0|1222706005|(removed)|82354003|(removed)|true|5
0|48796009|(removed)|367591000119105|(removed)|true|5
0|441817003|(removed)|386053000|(removed)|true|4
0|720570007|(removed)|363070008|(removed)|true|5
0|232946006|(removed)|240919008|(removed)|true|4
0|440509008|(removed)|780747006|(removed)|true|6
0|17581000087101|(removed)|711221001|(removed)|true|7
0|365741006|(removed)|1217344005|(removed)|true|7
0|24057006|(removed)|87486003|(removed)|true|5
0|706875005|(removed)|424924007|(removed)|true|5
0|12237391000119101|(removed)|451421000124102|(removed)|true|6
0|718097008|(removed)|19829001|(removed)|true|4
0|433356005|(removed)|430497003|(removed)|true|8
0|1287608000|(removed)|313249007|(removed)|true|7
0|165474009|(removed)|395538009|(removed)|true|5
0|468224006|(removed)|277986000|(removed)|true|6
0|79523006|(removed)|53393007|(removed)|true|9
0|44507003|(removed)|107478004|(removed)|true|8
0|11723008|(removed)|106231008|(removed)|true|3
0|1155808007|(removed)|1155804009|(removed)|true|8
0|431192008|(removed)|703106001|(removed)|true|5
0|1172390008|(removed)|1172420001|(removed)|true|7
0|774069007|(removed)|52448006|(removed)|true|6
0|170763003|(removed)|441742003|(removed)|true|4
0|283579006|(removed)|283571009|(removed)|true|7
0|48095002|(removed)|88878007|(removed)|true|5
0|231574007|(removed)|50489001|(removed)|true|9
0|230908007|(removed)|363063008|(removed)|true|5
0|94301000|(removed)|126584000|(removed)|true|8
0|44867008|(removed)|360459008|(removed)|true|7
0|185186007|(removed)|308021002|(removed)|true|6
0|89579000|(removed)|78548001|(removed)|true|5
0|372827003|(removed)|56822005|(removed)|true|6
0|40250003|(removed)|120159000|(removed)|true|5
0|271032000|(removed)|785673007|(removed)|true|8
0|472859009|(removed)|285586000|(removed)|true|8
0|776858005|(removed)|763565000|(removed)|true|6
0|1144615000|(removed)|1144613007|(removed)|true|4
0|788076002|(removed)|736420005|(removed)|true|8
0|95675005|(removed)|359837005|(removed)|true|6
0|78790009|(removed)|171678008|(removed)|true|6
0|42140004|(removed)|772149003|(removed)|true|9
0|303551001|(removed)|245509008|(removed)|true|10
0|861000221105|(removed)|50080151000188106|(removed)|true|8
0|59051007|(removed)|105684008|(removed)|true|8
0|285393002|(removed)|48532005|(removed)|true|5
0|770594005|(removed)|11164009|(removed)|true|7
0|223802000|(removed)|223789004|(removed)|true|6
0|25749005|(removed)|31805001|(removed)|true|4
0|33015000|(removed)|1287469003|(removed)|true|5
0|77796000|(removed)|106234000|(removed)|true|4
0|469010009|(removed)|706788000|(removed)|true|4
0|261040005|(removed)|255512003|(removed)|true|4
0|85464000|(removed)|410613002|(removed)|true|8
0|85242006|(removed)|412035000|(removed)|true|8
0|15508007|(removed)|30207005|(removed)|true|4
0|162456006|(removed)|308920003|(removed)|true|5
0|715900001|(removed)|393564001|(removed)|true|6
0|703139003|(removed)|241570001|(removed)|true|7
0|40464001|(removed)|17179006|(removed)|true|8
0|93421008|(removed)|276655000|(removed)|true|4
0|299466008|(removed)|609381007|(removed)|true|5
0|1339074009|(removed)|720645000|(removed)|true|11
0|249146007|(removed)|118216002|(removed)|true|5
0|389038009|(removed)|389035007|(removed)|true|11
0|228934005|(removed)|282820007|(removed)|true|6
0|772707004|(removed)|768203007|(removed)|true|5
0|15723081000119101|(removed)|320391000119106|(removed)|true|9
0|360390006|(removed)|119761008|(removed)|true|5
0|312831006|(removed)|416325004|(removed)|true|4
0|1237515001|(removed)|85995004|(removed)|true|4
0|397816000|(removed)|18243008|(removed)|true|5
0|816988004|(removed)|118645006|(removed)|true|8
0|196191002|(removed)|233787006|(removed)|true|5
0|1332162007|(removed)|272378003|(removed)|true|5
0|281484005|(removed)|249746004|(removed)|true|5
0|130941006|(removed)|88878007|(removed)|true|5
0|264428004|(removed)|112458005|(removed)|true|10
0|31261004|(removed)|78718001|(removed)|true|5
0|240298005|(removed)|289437007|(removed)|true|5
0|1263579008|(removed)|22722001|(removed)|true|5
0|1085331000119107|(removed)|762409003|(removed)|true|8
0|59642003|(removed)|819001005|(removed)|true|8
0|709553001|(removed)|308749001|(removed)|true|6
0|68657000|(removed)|88878007|(removed)|true|5
0|427675001|(removed)|305056002|(removed)|true|4
0|1256055008|(removed)|46742003|(removed)|true|6
0|838546001|(removed)|60234000|(removed)|true|6
0|229916001|(removed)|61420007|(removed)|true|7
0|1343300000|(removed)|119370009|(removed)|true|4
0|60192008|(removed)|1344689004|(removed)|true|4
0|44355002|(removed)|54215007|(removed)|true|8
0|234993000|(removed)|707606004|(removed)|true|3
0|472790001|(removed)|5499009|(removed)|true|7
0|449667009|(removed)|107897006|(removed)|true|6
0|441017004|(removed)|440072008|(removed)|true|10
0|401257007|(removed)|433441002|(removed)|true|5
0|449391008|(removed)|700071009|(removed)|true|6
0|227411006|(removed)|256330001|(removed)|true|7
0|1303246004|(removed)|364666007|(removed)|true|8
0|296433008|(removed)|5851000119107|(removed)|true|6
0|174191000112100|(removed)|428297005|(removed)|true|6
0|465490006|(removed)|706393000|(removed)|true|6
0|468181009|(removed)|706312006|(removed)|true|5
0|783435000|(removed)|407073003|(removed)|true|4
0|165831001|(removed)|442082004|(removed)|true|6
0|74905005|(removed)|9680003|(removed)|true|4
0|1184638001|(removed)|268381001|(removed)|true|5
0|261054002|(removed)|276825009|(removed)|true|6
0|416408002|(removed)|1263470009|(removed)|true|9
0|784827004|(removed)|779871009|(removed)|true|6
0|15673961000119101|(removed)|310721000119102|(removed)|true|8
0|427113002|(removed)|16596007|(removed)|true|8
0|84746004|(removed)|87568004|(removed)|true|4
0|428239006|(removed)|429415005|(removed)|true|9
0|245101003|(removed)|787470002|(removed)|true|9
0|246967007|(removed)|246966003|(removed)|true|7
0|890094005|(removed)|300479008|(removed)|true|3
0|90325002|(removed)|119291004|(removed)|true|5
0|712817003|(removed)|232980009|(removed)|true|5
0|51417001|(removed)|271011008|(removed)|true|9
0|387418006|(removed)|372628006|(removed)|true|3
0|159051006|(removed)|106312000|(removed)|true|5
0|728835003|(removed)|278769004|(removed)|true|11
0|236998006|(removed)|236995009|(removed)|true|5
0|367378007|(removed)|420522007|(removed)|true|8
0|1217300007|(removed)|29261000175100|(removed)|true|8
0|269129003|(removed)|263013004|(removed)|true|5
0|12241111000119104|(removed)|128133004|(removed)|true|5
0|299533006|(removed)|304335003|(removed)|true|7
0|10763001|(removed)|386641000|(removed)|true|5
0|85746008|(removed)|52565000|(removed)|true|5
0|15704161000119100|(removed)|305401000119108|(removed)|true|6
0|227233006|(removed)|22836000|(removed)|true|6
0|178055007|(removed)|74422001|(removed)|true|4
0|708000007|(removed)|1290126002|(removed)|true|4
0|161490000|(removed)|180301000119102|(removed)|true|6
0|274818004|(removed)|366547001|(removed)|true|5
0|770787005|(removed)|85995004|(removed)|true|6
0|12246481000119106|(removed)|1079541000119102|(removed)|true|7
0|1287092009|(removed)|440132002|(removed)|true|4
0|1085221000119103|(removed)|12063002|(removed)|true|4
0|277089009|(removed)|272377008|(removed)|true|7
0|15663601000119101|(removed)|345841000119102|(removed)|true|6
0|113611002|(removed)|77086004|(removed)|true|10
0|240143007|(removed)|268017000|(removed)|true|6
0|1145043002|(removed)|300855001|(removed)|true|4
0|232980009|(removed)|232979006|(removed)|true|4
0|94591009|(removed)|94480000|(removed)|true|7
0|276386000|(removed)|366293002|(removed)|true|7
0|1287392004|(removed)|125649002|(removed)|true|6
0|41407002|(removed)|106634005|(removed)|true|9
0|162552006|(removed)|225526009|(removed)|true|7
0|438107000|(removed)|415303003|(removed)|true|9
0|31470003|(removed)|115229003|(removed)|true|10
0|728012000|(removed)|244488006|(removed)|true|12
0|236884004|(removed)|88218008|(removed)|true|6
0|90978007|(removed)|276746005|(removed)|true|3
0|45481008|(removed)|243627002|(removed)|true|6
0|403421008|(removed)|397768002|(removed)|true|5
0|223724006|(removed)|223712004|(removed)|true|5
0|263143004|(removed)|298149009|(removed)|true|5
0|105096002|(removed)|430925007|(removed)|true|6
0|59175005|(removed)|450676000|(removed)|true|5
0|251226003|(removed)|102594003|(removed)|true|6
0|121294005|(removed)|104465009|(removed)|true|7
0|16839401000119104|(removed)|292531000119101|(removed)|true|5
0|14259004|(removed)|40081001|(removed)|true|6
0|786942000|(removed)|786807003|(removed)|true|5
0|127901000119107|(removed)|55006001|(removed)|true|7
0|719816006|(removed)|48983004|(removed)|true|6
0|764437006|(removed)|95463009|(removed)|true|5
0|115071005|(removed)|414961002|(removed)|true|6
0|727771006|(removed)|182380001|(removed)|true|8
0|772694008|(removed)|330790003|(removed)|true|4
0|1268375001|(removed)|1279676001|(removed)|true|7
0|769398002|(removed)|769391008|(removed)|true|4
0|319531000119101|(removed)|104661000119102|(removed)|true|7
0|674091000119108|(removed)|723083001|(removed)|true|6
0|228839001|(removed)|228837004|(removed)|true|6
0|440611000124102|(removed)|440601000124100|(removed)|true|7
0|450503001|(removed)|230897007|(removed)|true|5
0|30282002|(removed)|12173003|(removed)|true|7
0|273909005|(removed)|273249006|(removed)|true|3
0|1153607003|(removed)|2929001|(removed)|true|4
0|217591008|(removed)|418019003|(removed)|true|4
0|179261007|(removed)|57168000|(removed)|true|4
0|11718761000119108|(removed)|339761000119106|(removed)|true|7
0|716063008|(removed)|67401000119103|(removed)|true|6
0|65764006|(removed)|70199000|(removed)|true|6
0|42981000087103|(removed)|12105741000119107|(removed)|true|8
0|109977009|(removed)|277613000|(removed)|true|9
0|368451007|(removed)|417259006|(removed)|true|9
0|29949007|(removed)|122465003|(removed)|true|4
0|30286004|(removed)|130074009|(removed)|true|6
0|391541008|(removed)|386053000|(removed)|true|4
0|271165006|(removed)|49897003|(removed)|true|5
0|233403006|(removed)|782901001|(removed)|true|3
0|305492009|(removed)|305450004|(removed)|true|7
0|387749002|(removed)|229931005|(removed)|true|5
0|783677005|(removed)|116187004|(removed)|true|4
0|404810003|(removed)|1288046009|(removed)|true|8
0|277622004|(removed)|445269007|(removed)|true|11
0|703124004|(removed)|428699004|(removed)|true|6
0|785099004|(removed)|778344009|(removed)|true|6
0|713028008|(removed)|129210000|(removed)|true|7
0|719264005|(removed)|238202001|(removed)|true|7
0|54786002|(removed)|84572006|(removed)|true|6
0|77352002|(removed)|106544002|(removed)|true|7
0|1237444002|(removed)|1231509009|(removed)|true|5
0|840421000|(removed)|17940001|(removed)|true|8
0|71844000|(removed)|1214006|(removed)|true|9
0|211507008|(removed)|5662003|(removed)|true|7
0|257904000|(removed)|1144788004|(removed)|true|6
0|1179328008|(removed)|271092002|(removed)|true|5
0|95057005|(removed)|19151000119101|(removed)|true|6
0|788728009|(removed)|419635000|(removed)|true|4
0|311527008|(removed)|281356001|(removed)|true|6
0|1144499001|(removed)|26051005|(removed)|true|5
0|395666005|(removed)|308069004|(removed)|true|8
0|1287576005|(removed)|109570002|(removed)|true|7
0|422550004|(removed)|225419007|(removed)|true|5
0|773755008|(removed)|42824004|(removed)|true|10
0|51612003|(removed)|112116001|(removed)|true|5
0|280480005|(removed)|61492009|(removed)|true|11
0|443520009|(removed)|424413001|(removed)|true|7
0|786070001|(removed)|721065004|(removed)|true|9
0|1090611000119104|(removed)|79150005|(removed)|true|7
0|725013009|(removed)|282026002|(removed)|true|5
0|30130006|(removed)|16792007|(removed)|true|9
0|109853004|(removed)|126876006|(removed)|true|6
0|438582003|(removed)|239953001|(removed)|true|5
0|71006008|(removed)|115728007|(removed)|true|7
0|386452003|(removed)|363108004|(removed)|true|3
0|51071000|(removed)|44288006|(removed)|true|5
0|126753000|(removed)|442026004|(removed)|true|7
0|73938005|(removed)|314566001|(removed)|true|10
0|104738001|(removed)|121852004|(removed)|true|7
0|111504002|(removed)|253149002|(removed)|true|6
0|26151008|(removed)|15470004|(removed)|true|6
0|718182008|(removed)|363104002|(removed)|true|5
0|117534004|(removed)|56972008|(removed)|true|9
0|780445004|(removed)|777521008|(removed)|true|5
0|12523007|(removed)|373351007|(removed)|true|4
0|722266007|(removed)|705984000|(removed)|true|6
0|879989005|(removed)|14975008|(removed)|true|9
0|77782006|(removed)|722550009|(removed)|true|5
0|444352000|(removed)|443155000|(removed)|true|7
0|125111002|(removed)|256250000|(removed)|true|5
0|764346001|(removed)|763585001|(removed)|true|4
0|308238008|(removed)|266003001|(removed)|true|6
0|465168003|(removed)|705288005|(removed)|true|4
0|710027002|(removed)|2704003|(removed)|true|4
0|1177083004|(removed)|302158005|(removed)|true|9
0|287347004|(removed)|116360008|(removed)|true|8
0|90490002|(removed)|8363004|(removed)|true|6
0|2932003|(removed)|398567006|(removed)|true|11
0|218619001|(removed)|419901001|(removed)|true|5
0|112788002|(removed)|89901005|(removed)|true|4
0|201997001|(removed)|430940009|(removed)|true|6
0|432374007|(removed)|241196006|(removed)|true|7
0|897011001|(removed)|3665003|(removed)|true|7
0|93058003|(removed)|86247009|(removed)|true|7
0|417176000|(removed)|115668003|(removed)|true|3
0|16664009|(removed)|11218009|(removed)|true|7
0|254995004|(removed)|443250000|(removed)|true|7
0|243805008|(removed)|363743006|(removed)|true|3
0|29865007|(removed)|8889005|(removed)|true|6
0|272652000|(removed)|361966009|(removed)|true|10
0|225188000|(removed)|225189008|(removed)|true|4
0|762709002|(removed)|762708005|(removed)|true|9
0|439747008|(removed)|248326004|(removed)|true|3
0|313080005|(removed)|171000001|(removed)|true|5
0|407775004|(removed)|346455000|(removed)|true|6
0|439018008|(removed)|449660006|(removed)|true|5
0|789517000|(removed)|410619003|(removed)|true|5
0|278769004|(removed)|278750009|(removed)|true|10
0|411686007|(removed)|411536006|(removed)|true|5
0|212086007|(removed)|51041008|(removed)|true|6
0|37685008|(removed)|389210007|(removed)|true|12
0|271357004|(removed)|26086007|(removed)|true|6
0|52585001|(removed)|128135006|(removed)|true|6
0|10636031000119108|(removed)|10636231000119104|(removed)|true|7
0|24263007|(removed)|84303004|(removed)|true|5
0|425886001|(removed)|415241007|(removed)|true|5
0|242206005|(removed)|242204008|(removed)|true|10
0|91713009|(removed)|119238007|(removed)|true|12
0|195668008|(removed)|195657008|(removed)|true|7
0|278014008|(removed)|43863001|(removed)|true|11
0|38453000|(removed)|288276001|(removed)|true|5
0|699252008|(removed)|767261009|(removed)|true|6
0|720019005|(removed)|609624008|(removed)|true|5
0|277171005|(removed)|300130009|(removed)|true|6
0|210083009|(removed)|416886008|(removed)|true|5
0|1217118003|(removed)|108191006|(removed)|true|5
0|1304023003|(removed)|41663005|(removed)|true|7
0|51131000119102|(removed)|386373004|(removed)|true|5
0|74474003|(removed)|788951001|(removed)|true|4
0|463969009|(removed)|31878003|(removed)|true|8
0|300858004|(removed)|300856000|(removed)|true|5
0|703310005|(removed)|367591000119105|(removed)|true|5
0|102807007|(removed)|6635000|(removed)|true|7
0|205228003|(removed)|205352007|(removed)|true|7
0|61798009|(removed)|239430005|(removed)|true|5
0|286164000|(removed)|365332003|(removed)|true|10
0|295571000119109|(removed)|240123001|(removed)|true|5
0|789189003|(removed)|780147001|(removed)|true|7
0|447949005|(removed)|449211009|(removed)|true|7
0|817947005|(removed)|75087007|(removed)|true|5
0|293370009|(removed)|293367005|(removed)|true|6
0|29200005|(removed)|80791001|(removed)|true|9
0|408254005|(removed)|74040009|(removed)|true|7
0|19056003|(removed)|261521007|(removed)|true|5
0|276451003|(removed)|315215002|(removed)|true|5
0|44811000087108|(removed)|896691006|(removed)|true|9
0|410457007|(removed)|33278000|(removed)|true|4
0|293660003|(removed)|293610009|(removed)|true|6
0|200611006|(removed)|239964003|(removed)|true|6
0|418468008|(removed)|11891009|(removed)|true|4
0|388211004|(removed)|387847008|(removed)|true|10
0|19387007|(removed)|235977001|(removed)|true|6
0|28192008|(removed)|406578005|(removed)|true|7
0|116724000|(removed)|443017007|(removed)|true|5
0|788972003|(removed)|94716000|(removed)|true|6
0|125647000|(removed)|725154004|(removed)|true|5
0|39327001|(removed)|36933001|(removed)|true|10
0|388863002|(removed)|388616002|(removed)|true|11
0|788044007|(removed)|415936005|(removed)|true|11
0|286422007|(removed)|285810005|(removed)|true|8
0|468929005|(removed)|706741004|(removed)|true|5
0|879949004|(removed)|767152003|(removed)|true|9
0|79009004|(removed)|253549006|(removed)|true|7
0|1220599002|(removed)|232053004|(removed)|true|5
0|300768004|(removed)|365373002|(removed)|true|7
0|61029004|(removed)|16022005|(removed)|true|9
0|285702003|(removed)|285698002|(removed)|true|6
0|473248001|(removed)|274205003|(removed)|true|7
0|1279966001|(removed)|1281795007|(removed)|true|5
0|719213009|(removed)|65094009|(removed)|true|5
0|256536006|(removed)|256534009|(removed)|true|8
0|433415008|(removed)|431001007|(removed)|true|7
0|4645000|(removed)|69078007|(removed)|true|6
0|45550002|(removed)|106305009|(removed)|true|8
0|210427000|(removed)|703863008|(removed)|true|6
0|210527002|(removed)|125648005|(removed)|true|7
0|734549002|(removed)|726711005|(removed)|true|3
0|25004000|(removed)|1269435001|(removed)|true|5
0|4131000087103|(removed)|3811000087100|(removed)|true|9
0|38518005|(removed)|62079003|(removed)|true|9
0|364324000|(removed)|364320009|(removed)|true|5
0|359602005|(removed)|441786008|(removed)|true|7
0|86982000|(removed)|107313000|(removed)|true|11
0|288215009|(removed)|1163387009|(removed)|true|6
0|307407008|(removed)|118933004|(removed)|true|6
0|209506006|(removed)|17883008|(removed)|true|7
0|731763005|(removed)|303412008|(removed)|true|9
0|231039001|(removed)|897712004|(removed)|true|4
0|203980004|(removed)|280132000|(removed)|true|5
0|70213008|(removed)|88878007|(removed)|true|5
0|54328002|(removed)|106234000|(removed)|true|4
0|732990009|(removed)|732935002|(removed)|true|4
0|771515001|(removed)|363070008|(removed)|true|5
0|1334085009|(removed)|426311001|(removed)|true|8
0|40065006|(removed)|83391000|(removed)|true|9
0|33178007|(removed)|28087009|(removed)|true|6
0|51880001|(removed)|88878007|(removed)|true|5
0|784035000|(removed)|784023004|(removed)|true|8
0|1259635009|(removed)|1162354002|(removed)|true|6
0|224043007|(removed)|224037005|(removed)|true|6
0|280028008|(removed)|37622008|(removed)|true|8
0|1332299004|(removed)|1332297002|(removed)|true|6
0|252133006|(removed)|252127002|(removed)|true|5
0|1077151000119102|(removed)|451421000124102|(removed)|true|6
0|396169007|(removed)|415777001|(removed)|true|6
0|879890002|(removed)|720555006|(removed)|true|10
0|288538008|(removed)|56671003|(removed)|true|10
0|90880000|(removed)|36868002|(removed)|true|5
0|5444000|(removed)|312098001|(removed)|true|5
0|432151002|(removed)|241635006|(removed)|true|8
0|54033009|(removed)|709468002|(removed)|true|6
0|299731000119100|(removed)|448928006|(removed)|true|5
0|443992004|(removed)|84130004|(removed)|true|6
0|411952001|(removed)|710928009|(removed)|true|5
